,text,label
4321,the most anti human big studio picture since miles to graceland,neutral
4322,the film can depress you about life itself,negative
4323,sure the filmmakers found this remarkable and novel concept but anybody who has ever seen an independent film can report that it is instead cheap clich,negative
4324,the acting is fine but the script is about as interesting as recording of conversations at the wal mart checkout line,negative
4325,its weighty themes are too grave for youngsters but the story is too steeped in fairy tales and other childish things to appeal much to teenagers,negative
4326,the plot plummets into comedy graveyard before janice comes racing to the rescue in the final reel,neutral
4327,sometimes there are very very good reasons for certain movies to be sealed in jar and left on remote shelf indefinitely,negative
4328,at minutes this movie is short but it feels much longer,negative
4329,here my advice kev,neutral
4330,start reading your scripts before signing that dotted line,negative
4331,an alternately raucous and sappy ethnic sitcom you be wise to send your regrets,negative
4332,an ugly duckling tale so hideously and clumsily told it feels accidental,negative
4333,unfortunately it also not very good,negative
4334,especially compared with the television series that inspired the movie,neutral
4335,it wraps up classic mother daughter struggle in recycled paper with shiny new bow and while the audience can tell it not all new at least it looks pretty,neutral
4336,glazed with tawdry movie scum,negative
4337,this is the kind of movie during which you want to bang your head on the seat in front of you at its cluelessness at its idiocy at its utterly misplaced earnestness,negative
4338,it winds up moving in many directions as it searches lrb vainly think rrb for something fresh to say,negative
4339,all in all road to perdition is more in love with strangeness than excellence,positive
4340,big fat pain,negative
4341,mimetic approximation of better films like contempt and,negative
4342,unintelligible poorly acted brain slappingly bad harvard man is ludicrous enough that it could become cult classic,neutral
4343,watching the powerpuff girls movie my mind kept returning to one anecdote for comparison the cartoon in japan that gave people seizures,positive
4344,an inelegant combination of two unrelated shorts that falls far short of the director previous work in terms of both thematic content and narrative strength,negative
4345,to build feel good fantasy around vain dictator madman is off putting to say the least not to mention inappropriate and wildly undeserved,negative
4346,with the cheesiest monsters this side of horror spoof which they is it is more likely to induce sleep than fright,negative
4347,mild meandering teen flick,neutral
4348,though its atmosphere is intriguing the drama is finally too predictable to leave much of an impression,neutral
4349,though this rude and crude film does deliver few gut busting laughs its digs at modern society are all things we ve seen before,negative
4350,although it tries to be much more it really just another major league,negative
4351,astonishing is the word neither is incompetent incoherent or just plain crap,negative
4352,indeed none of these words really gets at the very special type of badness that is deuces wild,neutral
4353,one thing is for sure this movie does not tell you whole lot about lily chou chou,neutral
4354,with tone as variable as the cinematography schaeffer film never settles into the light footed enchantment the material needs and the characters quirks and foibles never jell into charm,negative
4355,to better understand why this did connect with me would require another viewing and wo be sitting through this one again that in itself is commentary enough,negative
4356,cuba gooding jr valiantly mugs his way through snow dogs but even his boisterous energy fails to spark this leaden comedy,negative
4357,diane lane sophisticated performance ca rescue adrian lyne unfaithful from its sleazy moralizing,negative
4358,not at all clear what it trying to say and even if it were doubt it would be all that interesting,negative
4359,lrb swimfan rrb falls victim to sloppy plotting an insultingly unbelievable final act and villainess who is too crazy to be interesting,negative
4360,this remake of lina wertmuller eroti comedy might just be the biggest husband and wife disaster since john and bo derek made the ridiculous bolero,negative
4361,silly loud and goofy,neutral
4362,why spend on the same stuff you can get for buck or so in that greasy little vidgame pit in the theater lobby,negative
4363,the french director has turned out nearly hours of unfocused excruciatingly tedious cinema that half an hour in starts making water torture seem appealing,negative
4364,the basic premise is intriguing but quickly becomes distasteful and downright creepy,negative
4365,the pool drowned me in boredom,negative
4366,it like an all star salute to disney cheesy commercialism,negative
4367,it hard to imagine any recent film independent or otherwise that makes as much of mess as this one,negative
4368,some of the computer animation is handsome and various amusing sidekicks add much needed levity to the otherwise bleak tale but overall the film never rises above mediocrity,negative
4369,there an excellent minute film here unfortunately it runs for,negative
4370,as saccharine movies go this is likely to cause massive cardiac arrest if taken in large doses,negative
4371,die another day is only intermittently entertaining but it hard not to be sucker for its charms or perhaps it just impossible not to feel nostalgia for movies you grew up with,neutral
4372,as is often the case with ambitious eager first time filmmakers mr murray prolific director of music videos stuffs his debut with more plot than it can comfortably hold,negative
4373,the mystery of enigma is how rich historical subject combined with so much first rate talent could have yielded such flat plodding picture,negative
4374,it throws quirky characters odd situations and off kilter dialogue at us all as if to say look at this,positive
4375,this is an interesting movie,positive
4376,but the film itself is ultimately quite unengaging,negative
4377,the inherent limitations of using video game as the source material movie are once again made all too clear in this schlocky horror action hybrid,negative
4378,it not only dull because we ve seen lrb eddie rrb murphy do the genial rogue shtick to death but because the plot is equally hackneyed,negative
4379,avary film never quite emerges from the shadow of ellis book,neutral
4380,poorly scripted preachy fable that forgets about unfolding coherent believable story in its zeal to spread propaganda,neutral
4381,while it is interesting to witness the conflict from the palestinian side longley film lacks balance and fails to put the struggle into meaningful historical context,negative
4382,woo has as much right to make huge action sequence as any director but how long will filmmakers copy the saving private ryan battle scenes before realizing steven spielberg got it right the first time,negative
4383,it sincere to fault but unfortunately not very compelling or much fun,neutral
4384,jones despite definitely distinctive screen presence just is able to muster for movie that its title should have been lot nastier if it wanted to fully capitalize on its lead specific gifts,neutral
4385,this follow up seems so similar to the disney classic that it makes one long for geriatric peter,neutral
4386,why you may ask why should you buy the movie milk when the tv cow is free,negative
4387,there no good answer to that one,negative
4388,this slow moving swedish film offers not even hint of joy preferring to focus on the humiliation of martin as he defecates in bed and urinates on the plants at his own birthday party,neutral
4389,muddled limp biscuit of movie vampire soap opera that does make much sense even on its own terms,negative
4390,there the plot and maddeningly insistent and repetitive piano score that made me want to scream,negative
4391,this is movie so insecure about its capacity to excite that it churns up not one but two flagrantly fake thunderstorms to underscore the action,negative
4392,this is amusing for about three minutes,neutral
4393,klein charming in comedies like american pie and dead on in election delivers one of the saddest action hero performances ever witnessed,negative
4394,it rare to see movie that takes such speedy swan dive from promising to interesting to familiar before landing squarely on stupid,negative
4395,this is the sort of low grade dreck that usually goes straight to video with lousy script inept direction pathetic acting poorly dubbed dialogue and murky cinematography complete with visible boom mikes,negative
4396,the direction occasionally rises to the level of marginal competence but for most of the film it is hard to tell who is chasing who or why,negative
4397,there are few things more frustrating to film buff than seeing an otherwise good movie marred beyond redemption by disastrous ending,negative
4398,it wo harm anyone but neither can think of very good reason to rush right out and see it,neutral
4399,after all it ll probably be in video stores by christmas and it might just be better suited to night in the living room than night at the movies,negative
4400,looks more like travel agency video targeted at people who like to ride bikes topless and roll in the mud than worthwhile glimpse of independent community guiding lights,negative
4401,given too much time to consider the looseness of the piece the picture begins to resemble the shapeless grasping actors workshop that it is,negative
4402,they kept much of the plot but jettisoned the stuff that would make this moving experience for people who have read the book,negative
4403,just because walk to remember is shrewd enough to activate girlish tear ducts does mean it good enough for our girls,negative
4404,lrb carvey rrb characters are both overplayed and exaggerated but then again subtlety has never been his trademark,negative
4405,it mildly interesting to ponder the peculiar american style of justice that plays out here but it so muddled and derivative that few will bother thinking it all through,negative
4406,this dreadfully earnest inversion of the concubine love triangle eschews the previous film historical panorama and roiling pathos for bug eyed mugging and gay niche condescension,negative
4407,brown saga like many before his makes for snappy prose but stumblebum of movie,neutral
4408,the boys sparring like the succession of blows dumped on guei wears down the story more cerebral and likable plot elements,neutral
4409,the script by vincent nebrida tries to cram too many ingredients into one small pot,negative
4410,the story is so light and sugary that were it macy thanksgiving day parade balloon extra heavy duty ropes would be needed to keep it from floating away,neutral
4411,oedekerk mugs mercilessly and the genuinely funny jokes are few and far between,negative
4412,since dahmer resorts to standard slasher flick thrills when it should be most in the mind of the killer it misses major opportunity to be truly revelatory about his psyche,negative
4413,only those most addicted to film violence in all its forms will find anything here to appreciate,neutral
4414,cold and scattered minority report commands interest almost solely as an exercise in gorgeous visuals,neutral
4415,that not vintage spielberg and that finally is minimally satisfying,neutral
4416,every now and again movie comes along to remind us of how very bad motion picture can truly be,negative
4417,frank mcklusky is that movie,neutral
4418,it not difficult to spot the culprit early on in this predictable thriller,neutral
4419,mostly boring affair with confusing sudden finale that likely to irk viewers,neutral
4420,the trappings of spy are so familiar you might as well be watching rerun,negative
4421,what starts off as potentially incredibly twisting mystery becomes simply monster chase film,negative
4422,in the wake of saving private ryan black hawk down and we were soldiers you are likely to be as heartily sick of mayhem as cage war weary marine,negative
4423,it is messy uncouth vicious and absurd,negative
4424,really does feel like short stretched out to feature length,negative
4425,hampered no paralyzed by self indulgent script that aims for poetry and ends up sounding like satire,negative
4426,cheap vulgar dialogue and plot that crawls along at snail pace,negative
4427,and if you appreciate the one sided theme to lawrence over indulgent tirade then knock yourself out and enjoy the big screen postcard that is self glorified martin lawrence lovefest,negative
4428,if you are willing to do this then you so crazy,negative
4429,directed without the expected flair or imagination by hong kong master john woo windtalkers airs just about every cliche in the war movie compendium across its indulgent two hour and fifteen minute length,negative
4430,it very tasteful rock and roll movie,positive
4431,you could put it on coffee table anywhere,neutral
4432,the movie is loaded with good intentions but in his zeal to squeeze the action and our emotions into the all too familiar dramatic arc of the holocaust escape story minac drains his movie of all individuality,negative
4433,an infuriating film,negative
4434,just when you think you are making sense of it something happens that tells you there is no sense,negative
4435,the entire movie is so formulaic and forgettable that it hardly over before it begins to fade from memory,negative
4436,the setting turns out to be more interesting than any of the character dramas which never reach satisfying conclusions,negative
4437,as an entertainment destination for the general public kung pow sets new benchmark for lameness,negative
4438,this misty eyed southern nostalgia piece in treading the line between sappy and sanguine winds up mired in tear drenched quicksand,negative
4439,as pure over the top trash any john waters movie has it beat by country mile,negative
4440,wendigo wants to be monster movie for the art house crowd but it falls into the trap of pretention almost every time,negative
4441,bigelow offers some flashy twists and turns that occasionally fortify this turgid fable,positive
4442,but for the most part the weight of water comes off as two way time switching myopic mystery that stalls in its lackluster gear of emotional blandness,negative
4443,this film biggest problem,negative
4444,no laughs,negative
4445,less than compelling documentary of yiddish theater clan,neutral
4446,that the chuck norris grenade gag occurs about times during windtalkers is good indication of how serious minded the film is,neutral
4447,viewers are asked so often to suspend belief that were it not for holm performance the film would be total washout,negative
4448,it not exactly worth the bucks to expend the full price for date but when it comes out on video it well worth rental,neutral
4449,ca begin to tell you how tedious how resolutely unamusing how thoroughly unrewarding all of this is and what reckless squandering of four fine acting talents,negative
4450,everybody loves david and goliath story and this one is told almost entirely from david point of view,positive
4451,throw smoochy from the train,negative
4452,eventually they will have showdown but by then your senses are as mushy as peas and you do care who fires the winning shot,negative
4453,irwin and his director never come up with an adequate reason why we should pay money for what we can get on television for free,negative
4454,light engaging comedy that fumbles away almost all of its accumulated enjoyment with crucial third act miscalculation,negative
4455,cedar somewhat defuses this provocative theme by submerging it in hoary love triangle,positive
4456,to paraphrase line from another dickens novel nicholas nickleby is too much like fragment of an underdone potato,negative
4457,the actresses may have worked up back story for the women they portray so convincingly but viewers do get enough of that background for the characters to be involving as individuals rather than types,neutral
4458,the result however well intentioned is ironically just the sort of disposable kitchen sink homage that illustrates why the whole is so often less than the sum of its parts in today hollywood,negative
4459,an extremely unpleasant film,negative
4460,movie just for friday fans critics be damned,positive
4461,if you already like this sort of thing this is that sort of thing all over again,neutral
4462,sincere but dramatically conflicted gay coming of age tale,neutral
4463,wait for it to hit cable,neutral
4464,ultimately feels like just one more in the long line of films this year about the business of making movies,neutral
4465,nothing but one relentlessly depressing situation after another for its entire running time something that you could easily be dealing with right now in your lives,negative
4466,minutes of pokemon may not last ever it just seems like it does,negative
4467,my only wish is that celebi could take me back to time before saw this movie and could just skip it,negative
4468,the one not so small problem with expecting is that the entire exercise has no real point,negative
4469,movie you observe rather than one you enter into,negative
4470,lrb at least rrb moore is real charmer,positive
4471,john carlen script is full of unhappy two dimensional characters who are anything but compelling,neutral
4472,labute ca avoid fatal mistake in the modern era he changed the male academic from lower class brit to an american choice that upsets the novel exquisite balance and shreds the fabric of the film,neutral
4473,the notion of deleting emotion from people even in an advanced prozac nation is so insanely dysfunctional that the rampantly designed equilibrium becomes concept doofus,negative
4474,stale first act scrooge story blatant product placement some very good comedic songs strong finish dumb fart jokes,negative
4475,unsurprisingly the way this all works out makes the women look more like stereotypical caretakers and moral teachers instead of serious athletes,negative
4476,film that loses sight of its own story,negative
4477,adam sandler eight crazy nights grows on you like rash,negative
4478,the big screen scooby makes the silly original cartoon seem smart and well crafted in comparison,negative
4479,few of the increasingly far fetched events that first time writer director neil burger follows up with are terribly convincing which is pity considering barry terrific performance,neutral
4480,gets better after foster leaves that little room,positive
4481,the movie is as padded as allen jelly belly,negative
4482,resident evil is product of its cinematic predecessors so much as an mtv sugar hysteria and playstation cocktail,negative
4483,rather average action film that benefits from several funny moments supplied by epps,neutral
4484,unspeakably unbearably dull featuring reams of flatly delivered dialogue and heroine who comes across as both shallow and dim witted,negative
4485,resembles soft porn brian de palma pastiche,negative
4486,bluto blutarsky we miss you,positive
4487,innocuous enough to make even jean claude van damme look good,neutral
4488,it glorified sitcom and long unfunny one at that,negative
4489,woody allen can write and deliver one liner as well as anybody,positive
4490,but had lot of problems with this movie,negative
4491,devoid of any of the qualities that made the first film so special,negative
4492,all movie long city by the sea swings from one approach to the other but in the end it stays in formula which is waste of de niro mcdormand and the other good actors in the cast,negative
4493,plotless collection of moronic stunts is by far the worst movie of the year,negative
4494,however sincere it may be the rising place never quite justifies its own existence,negative
4495,parker updates the setting in an attempt to make the film relevant today without fully understanding what it was that made the story relevant in the first place,negative
4496,it sort of st century morality play with latino hip hop beat,positive
4497,but the second half of the movie really goes downhill,negative
4498,paxton uneven directorial debut fails to unlock the full potential of what is in many ways fresh and dramatically substantial spin on the genre,neutral
4499,the script becomes lifeless and falls apart like cheap lawn chair,negative
4500,the script falls back on too many tried and true shenanigans that hardly distinguish it from the next teen comedy,negative
4501,the film starts promisingly but the ending is all too predictable and far too cliched to really work,negative
4502,let issue moratorium effective immediately on treacly films about inspirational prep school professors and the children they so heartwarmingly motivate,positive
4503,it the element of condescension as the filmmakers look down on their working class subjects from their lofty perch that finally makes sex with strangers which opens today in the new york metropolitan area so distasteful,negative
4504,alternately frustrating and rewarding,positive
4505,it impossible to even categorize this as smutty guilty pleasure,negative
4506,despite suffering sense of humour failure the man who wrote rocky does not deserve to go down with ship as leaky as this,negative
4507,swinging the film makes it seem is not hobby that attracts the young and fit,negative
4508,or intelligent,neutral
4509,the most memorable moment was when green threw medical equipment at window not because it was particularly funny but because had serious urge to grab the old lady at the end of my aisle walker and toss it at the screen in frustration,negative
4510,see clockstoppers if you have nothing better to do with minutes,negative
4511,but be warned you too may feel time has decided to stand still,neutral
4512,or that the battery on your watch has died,neutral
4513,suffers from over familiarity since hit hungry british filmmakers have strip mined the monty formula mercilessly since,negative
4514,there are enough throwaway references to faith and rainbows to plant smile button faces on that segment of the populace that made walk to remember niche hit,positive
4515,yes have given this movie rating of zero,negative
4516,but fans of the show should not consider this diss,neutral
4517,consider it perfection,positive
4518,the cumulative effect of the movie is repulsive and depressing,negative
4519,children and adults enamored of all things pokemon wo be disappointed,positive
4520,do even care that there no plot in this antonio banderas lucy liu faceoff,neutral
4521,it still terrible,negative
4522,children of the century though well dressed and well made ultimately falls prey to the contradiction that afflicts so many movies about writers,neutral
4523,it not so much movie as joint promotion for the national basketball association and teenaged rap and adolescent poster boy lil bow wow,negative
4524,peralta mythmaking could have used some informed adult hindsight,neutral
4525,close to solid espionage thriller with the misfortune of being released few decades too late,neutral
4526,cloaks familiar anti feminist equation lrb career kids misery rrb in tiresome romantic comedy duds,negative
4527,the good girl is film in which the talent is undeniable but the results are underwhelming,negative
4528,just collection of this and that whatever fills time with no unified whole,negative
4529,the animation and game phenomenon that peaked about three years ago is actually dying slow death if the poor quality of pokemon ever is any indication,negative
4530,only about as sexy and dangerous as an actress in role that reminds at every turn of elizabeth berkley flopping dolphin gasm,negative
4531,kids who are into this thornberry stuff will probably be in wedgie heaven,positive
4532,anyone else who may for whatever reason be thinking about going to see this movie is hereby given fair warning,negative
4533,mr soderbergh direction and visual style struck me as unusually and unimpressively fussy and pretentious,negative
4534,do you say hi to your lover when you wake up in the morning,neutral
4535,it makes me feel weird thinking about all the bad things in the world like puppies with broken legs and butterflies that die and movies starring pop queens,negative
4536,director tom dey demonstrated knack for mixing action and idiosyncratic humor in his charming debut shanghai noon but showtime uninspired send up of tv cop show cliches mostly leaves him shooting blanks,positive
4537,yes that right it forrest gump angel of death,positive
4538,wildly erratic drama with sequences that make you wince in embarrassment and others thanks to the actors that are quite touching,positive
4539,while easier to sit through than most of jaglom self conscious and gratingly irritating films it still tainted by cliches painful improbability and murky points,negative
4540,about as enjoyable would imagine as searching for quarter in giant pile of elephant feces positively dreadful,negative
4541,generic international version of typical american horror film,negative
4542,while certainly clever in spots this too long spoofy update of shakespeare macbeth does sustain high enough level of invention,negative
4543,lucas has in fact come closer than anyone could desire to the cheap graceless hackneyed sci fi serials of the and,negative
4544,there lot of good material here but there also lot of redundancy and unsuccessful crudeness accompanying it,neutral
4545,absurdities and clichs accumulate like lint in fat man navel,negative
4546,if you think it riot to see rob schneider in young woman clothes then you ll enjoy the hot chick,positive
4547,the sheer dumbness of the plot lrb other than its one good idea rrb and the movie inescapable air of sleaziness get you down,negative
4548,strangely comes off as kingdom more mild than wild,positive
4549,the next big thing not so big lrb and not so hot rrb directorial debut,neutral
4550,yet another iteration of what become one of the movies creepiest conventions in which the disabled are portrayed with almost supernatural powers to humble teach and ultimately redeem their mentally superior friends family,negative
4551,bond inspired,neutral
4552,certainly,neutral
4553,likely to have decades of life as classic movie franchise,positive
4554,let hope not,neutral
4555,this flat run at hip hop tootsie is so poorly paced you could fit all of pootie tang in between its punchlines,negative
4556,davis has energy but she does bother to make her heroine book sound convincing the gender war ideas original or the comic scenes fly,neutral
4557,surprisingly considering that baird is former film editor the movie is rather choppy,negative
4558,none of this is very original and it is particularly funny,negative
4559,bland murder on campus yawner,negative
4560,humorless journey into philosophical void,negative
4561,these two are generating about as much chemistry as an iraqi factory poised to receive un inspector,neutral
4562,just as the lousy tarantino imitations have subsided here comes the first lousy guy ritchie imitation,negative
4563,passable romantic comedy in need of another couple of passes through the word processor,neutral
4564,the movie attempts to mine laughs from genre the gangster crime comedy that wore out its welcome with audiences several years ago and its cutesy reliance on movie specific cliches is exactly endearing,negative
4565,shows holmes has the screen presence to become major league leading lady lrb but rrb the movie itself is an underachiever psychological mystery that takes its sweet time building to climax that scarcely surprise by the time it arrives,negative
4566,ultimately the movie is too heady for children and too preachy for adults,negative
4567,it just little too self satisfied,neutral
4568,clever but not especially compelling,neutral
4569,mckay seems embarrassed by his own invention and tries to rush through the intermediary passages apparently hoping that the audience will not notice the glaring triteness of the plot device he has put in service,negative
4570,piece of mildly entertaining inoffensive fluff that drifts aimlessly for minutes before lodging in the cracks of that ever growing category unembarrassing but unmemorable,negative
4571,labute was more fun when his characters were torturing each other and talking about their genitals in public,neutral
4572,the movie weighs no more than glass of flat champagne,negative
4573,the problem with antwone fisher is that it has screenplay written by antwone fisher based on the book by antwone fisher,negative
4574,alarms for duvall throbbing sincerity and his elderly propensity for patting people while he talks,positive
4575,what little grace lrb rifkin rrb tale of precarious skid row dignity achieves is pushed into the margins by predictable plotting and tiresome histrionics,negative
4576,tries to work in the same vein as the brilliance of animal house but instead comes closer to the failure of the third revenge of the nerds sequel,negative
4577,unfortunately kapur modernizes mason story to suit the sensibilities of young american decision that plucks the four feathers bare,negative
4578,what banal bore the preachy circuit turns out to be,negative
4579,falsehoods pile up undermining the movie reality and stifling its creator comic voice,negative
4580,mechanical action comedy whose seeming purpose is to market the charismatic jackie chan to even younger audiences,negative
4581,one of the most incoherent features in recent memory,negative
4582,low rent from frame one,negative
4583,eight legged freaks,negative
4584,no big hairy deal,neutral
4585,the issues are presented in such lousy way complete with some of the year lrb rrb funniest moments that it impossible to care,negative
4586,laggard drama wending its way to an uninspired philosophical epiphany,negative
4587,the respective charms of sandra bullock and hugh grant have worn threadbare,neutral
4588,this movie sucks,negative
4589,none of this so called satire has any sting to it as if woody is afraid of biting the hand that has finally to some extent warmed up to him,negative
4590,few nonbelievers may rethink their attitudes when they see the joy the characters take in this creed but skeptics are likely to enter the theater,positive
4591,bad in such bizarre way that it almost worth seeing if only to witness the crazy confluence of purpose and taste,neutral
4592,there more repetition than creativity throughout the movie,negative
4593,hugh grant act is so consuming that sometimes it difficult to tell who the other actors in the movie are,positive
4594,although the sequel has all the outward elements of the original the first film lovely flakiness is gone replaced by the forced funniness found in the dullest kiddie flicks,negative
4595,ve had more interesting and dare say thematically complex bowel movements than this long on the shelf point and shoot exercise in gimmicky crime drama,negative
4596,what we get is caddyshack crossed with the loyal order of raccoons,neutral
4597,the jokes are flat and the action looks fake,negative
4598,when movie asks you to feel sorry for mick jagger sex life it already has one strike against it,negative
4599,there are now two signs that night shyamalan debut feature sucked up all he has to give to the mystic genres of cinema unbreakable and signs,negative
4600,hokey art house pretension,negative
4601,weak and ineffective ghost story without conclusion or pay off,negative
4602,gussied up with so many distracting special effects and visual party tricks that it not clear whether we re supposed to shriek or laugh,negative
4603,plodding poorly written murky and weakly acted the picture feels as if everyone making it lost their movie mojo,negative
4604,this is fudged opportunity of gigantic proportions lunar mission with no signs of life,negative
4605,baffling subplot involving smuggling drugs inside danish cows falls flat and if you re going to alter the bard ending you better have good alternative,negative
4606,soderbergh seems capable only of delivering artfully lighted earnest inquiries that lack the kind of genuine depth that would make them redeemable,neutral
4607,the only thing that distinguishes randall wallace film from any other is the fact that there is nothing distinguishing in randall wallace film,negative
4608,silly stuff all mixed up together like term paper from kid who ca quite distinguish one sci fi work from another,negative
4609,there is so much plodding sensitivity,neutral
4610,the town has kind of an authentic feel but each one of these people stand out and everybody else is in the background and it just seems manufactured to me and artificial,negative
4611,too sappy for its own good,negative
4612,circuit queens wo learn thing they ll be too busy cursing the film strategically placed white sheets,neutral
4613,as an actress madonna is one helluva singer,positive
4614,as the mediterranean sparkles swept away sinks,negative
4615,every so often film comes along that is so insanely stupid so awful in so many ways that watching it leaves you giddy,negative
4616,half past dead is just such an achievement,positive
4617,expanded to minutes for theatrical release it still feels somewhat unfinished,neutral
4618,it all looks and plays like million version of game you re more likely to enjoy on computer,negative
4619,lrb javier bardem is rrb one of the few reasons to watch the film which director gerardo vera has drenched in swoony music and fever pitched melodrama,neutral
4620,feels shrill simple and soapy,negative
4621,adults other than the parents will be hard pressed to succumb to the call of the wild,negative
4622,brady achieves the remarkable feat of squandering topnotch foursome of actors by shoving them into every clichd white trash situation imaginable,neutral
4623,in the name of an allegedly inspiring and easily marketable flick the emperor club turns blind eye to the very history it pretends to teach,negative
4624,no amount of blood and disintegrating vampire cadavers can obscure this movie lack of ideas,negative
4625,direct to void release heading nowhere,neutral
4626,typical anim with cheapo animation lrb like saturday morning tv in the rrb complex sword and sorcery plot and characters who all have big round eyes and japanese names,negative
4627,below is well below expectations,negative
4628,at no point during the widowmaker did this viewer feel enveloped in story that though meant to be universal in its themes of loyalty courage and dedication to common goal never seems to leave the lot,neutral
4629,standard guns versus martial arts cliche with little new added,positive
4630,empire ca make up its mind whether it wants to be gangster flick or an art film,negative
4631,it does work as either,negative
4632,given the fact that virtually no one is bound to show up at theatres for it the project should have been made for the tube,negative
4633,possession is in the end an honorable interesting failure,neutral
4634,it falls far short of poetry but it not bad prose,positive
4635,jonathan parker bartleby should have been the be all end all of the modern office anomie films,positive
4636,there may have been good film in trouble every day but it is not what is on the screen,negative
4637,unfortunately carvey rubber face routine is no match for the insipid script he has crafted with harris goldberg,negative
4638,viewed as comedy romance fairy tale or drama there nothing remotely triumphant about this motion picture,neutral
4639,there something comic in the film drumbeat about authenticity given the stale plot and pornographic way the film revels in swank apartments clothes and parties,negative
4640,the master of disguise is funny not ha ha funny dead circus performer funny,neutral
4641,and for all the wrong reasons besides,negative
4642,zippy minutes of mediocre special effects hoary dialogue fluxing accents and worst of all silly looking morlocks,negative
4643,minute sample of puerile rubbish that is listless witless and devoid of anything resembling humor,negative
4644,you leave feeling like you ve endured long workout without your pulse ever racing,negative
4645,the waterlogged script plumbs uncharted depths of stupidity incoherence and sub sophomoric sexual banter,negative
4646,with mcconaughey in an entirely irony free zone and bale reduced mainly to batting his sensitive eyelids there not enough intelligence wit or innovation on the screen to attract and sustain an older crowd,negative
4647,it the type of stunt the academy loves powerful political message stuffed into an otherwise mediocre film,neutral
4648,in theory middle aged romance pairing clayburgh and tambor sounds promising but in practice it something else altogether clownish and offensive and nothing at all like real life,negative
4649,so mind numbingly awful that you hope britney wo do it one more time as far as movies are concerned,negative
4650,the images are usually abbreviated in favor of mushy obviousness and telegraphed pathos particularly where whitaker misfit artist is concerned,neutral
4651,if welles was unhappy at the prospect of the human race splitting in two he probably would be too crazy with his great grandson movie splitting up in pretty much the same way,negative
4652,sets animation back years musicals back years and judaism back at least,negative
4653,weirdly broomfield has compelling new material but he does unveil it until the end after endless scenes of him wheedling reluctant witnesses and pointing his camera through the smeared windshield of his rental car,negative
4654,might best be enjoyed as daytime soaper,neutral
4655,eventually arrives at its heart as simple self reflection meditation,positive
4656,showcase for both the scenic splendor of the mountains and for legendary actor michel serrault the film is less successful on other levels,positive
4657,boy oh boy it howler,neutral
4658,few pieces of the film buzz and whir very little of it actually clicks,negative
4659,the thing just never gets off the ground,negative
4660,contains very few laughs and even less surprises,negative
4661,the actors must indeed be good to recite some of this laughable dialogue with straight face,negative
4662,most of the storylines feel like time fillers between surf shots,negative
4663,the movie is horrible but you can see mediocre cresting on the next wave,neutral
4664,however stale the material lawrence delivery remains perfect his great gift is that he can actually trick you into thinking some of this worn out pandering palaver is actually funny,neutral
4665,there nothing remotely topical or sexy here,negative
4666,the tuxedo was just bad it was as my friend david cross would call it hungry man portions of bad,negative
4667,blue crush is so prolonged and boring it is even close to being the barn burningly bad movie it promised it would be,negative
4668,the sequel plays out like flimsy excuse to give blade fans another look at wesley snipes iconic hero doing battle with dozens of bad guys at once,negative
4669,while van wilder may not be the worst national lampoon film it far from being this generation animal house,neutral
4670,so devoid of pleasure or sensuality that it can not even be dubbed hedonistic,negative
4671,reeks of rot and hack work from start to finish,neutral
4672,an exhausting family drama about porcelain empire and just as hard flick as its subject matter,neutral
4673,woody allen has really found his groove these days,positive
4674,the problem is that it is one that allows him to churn out one mediocre movie after another,negative
4675,the bland outweighs the nifty and cletis tout never becomes the clever crime comedy it thinks it is,neutral
4676,it such mechanical endeavor lrb that rrb it never bothers to question why somebody might devote time to see it,negative
4677,the art direction is often exquisite and the animal characters are beautifully realized through clever makeup design leaving one to hope that the eventual dvd release will offer subtitles and the original italian language soundtrack,positive
4678,if the predictability of bland comfort food appeals to you then the film is pleasant enough dish,negative
4679,ultimately in the history of the academy people may be wondering what all that jazz was about chicago in,negative
4680,zellweger whiny pouty lipped poof faced and spindly attempt at playing an ingenue makes her nomination as best actress even more of an,negative
4681,seriously bad film with seriously warped logic by writer director kurt wimmer at the screenplay level,negative
4682,pleasant and engaging enough sit but in trying to have the best of both worlds it ends up falling short as whole,negative
4683,its plot and animation offer daytime tv serviceability but little more,negative
4684,tired unimaginative and derivative variation of that already shallow genre,negative
4685,human nature in short is nearly as funny as it thinks it is neither is it as smart,negative
4686,film with great premise but only great premise,positive
4687,instead of building to laugh riot we are left with handful of disparate funny moments of no real consequence,negative
4688,kirshner and monroe seem to be in contest to see who can out bad act the other,negative
4689,lrb kirshner wins but it close rrb,neutral
4690,lame romantic comedy about an unsympathetic character and someone who would not likely be so stupid as to get involved with her,negative
4691,what started out as taut contest of wills between bacon and theron deteriorates into protracted and borderline silly chase sequence,neutral
4692,lrb sam rrb self flagellation is more depressing than entertaining,negative
4693,an ugly pointless stupid movie,negative
4694,simply put there should have been more compelling excuse to pair susan sarandon and goldie hawn,negative
4695,the master of disguise represents adam sandler latest attempt to dumb down the universe,negative
4696,this is an ungainly movie ill fitting with its elbows sticking out where the knees should be,negative
4697,too silly to take seriously,negative
4698,the inevitable double and triple crosses arise but the only drama is in waiting to hear how john malkovich reedy consigliere will pronounce his next line,neutral
4699,everything serious poetic earnest and sadly dull,negative
4700,like it,positive
4701,no hate it,negative
4702,no love it hell dunno,positive
